bw_ILSVRC2015_test_00001472.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00001516.JPEG,little girl in pink shirt and blue shorts is playing with her eyes
bw_ILSVRC2015_test_00001653.JPEG,man in blue shirt is jumping into the water
bw_ILSVRC2015_test_00010768.JPEG,man in blue shirt is standing in the water
bw_ILSVRC2015_test_00001443.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00010799.JPEG,man in black shirt and black pants is playing the guitar
bw_ILSVRC2015_test_00009512.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00009398.JPEG,two children are playing in the grass
bw_ILSVRC2015_test_00008779.JPEG,two dogs are playing with each other
bw_ILSVRC2015_test_00008247.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008428.JPEG,man in blue shirt is sitting on the floor
bw_ILSVRC2015_test_00008784.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008726.JPEG,two men are playing soccer on field
bw_ILSVRC2015_test_00010005.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008594.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008536.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008775.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00009466.JPEG,man in black shirt and black pants is playing the guitar
bw_ILSVRC2015_test_00008548.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00002255.JPEG,man in black shirt is playing the guitar
bw_ILSVRC2015_test_00008561.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00002819.JPEG,two dogs are playing with each other
bw_ILSVRC2015_test_00008686.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00002318.JPEG,man in black shirt and black pants is playing guitar
bw_ILSVRC2015_test_00010019.JPEG,two people are standing in the water
bw_ILSVRC2015_test_00008302.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008798.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00002396.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00009854.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00009355.JPEG,man in blue shirt is sitting on the floor
bw_ILSVRC2015_test_00008774.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00009682.JPEG,man in blue shirt is playing the guitar
bw_ILSVRC2015_test_00010178.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008621.JPEG,man in red shirt is riding bike down the street
bw_ILSVRC2015_test_00009297.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00009996.JPEG,man in blue shirt is riding bike
bw_ILSVRC2015_test_00009677.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00010884.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008625.JPEG,young boy in red shirt is playing with bubbles
bw_ILSVRC2015_test_00009798.JPEG,man in blue shirt is riding horse
bw_ILSVRC2015_test_00010018.JPEG,young boy in blue shirt is playing with toy
bw_ILSVRC2015_test_00008770.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008618.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00003051.JPEG,man in blue shirt is standing in the water
bw_ILSVRC2015_test_00001584.JPEG,man in black shirt is playing the guitar
bw_ILSVRC2015_test_00008443.JPEG,two men are playing soccer on the field
bw_ILSVRC2015_test_00010087.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00009920.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00010302.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00010496.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008483.JPEG,man in black shirt and black pants is playing the guitar
bw_ILSVRC2015_test_00008600.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008631.JPEG,man in black shirt and black pants is playing guitar
bw_ILSVRC2015_test_00009544.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008791.JPEG,man in black shirt is playing the guitar
bw_ILSVRC2015_test_00010043.JPEG,man in blue shirt is playing the guitar
bw_ILSVRC2015_test_00010665.JPEG,young boy in blue shirt is jumping into the water
bw_ILSVRC2015_test_00008714.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008659.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00009397.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008747.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00001950.JPEG,man in blue shirt is sitting on the floor
bw_ILSVRC2015_test_00008328.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00009828.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00002833.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00009675.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008500.JPEG,man in blue shirt is sitting at table with his hands on his head
bw_ILSVRC2015_test_00003087.JPEG,man in blue shirt is sitting on the floor
bw_ILSVRC2015_test_00002502.JPEG,man in blue shirt is jumping into the water
bw_ILSVRC2015_test_00009958.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008649.JPEG,man in blue shirt is riding his bike down the street
bw_ILSVRC2015_test_00010742.JPEG,man in blue shirt is sitting at table with his hands on his head
bw_ILSVRC2015_test_00010407.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00003031.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00009654.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00009227.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00002148.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00010505.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008485.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00002411.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008661.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00008679.JPEG,man in blue shirt is sitting on the floor
bw_ILSVRC2015_test_00001839.JPEG,two people are in the water
bw_ILSVRC2015_test_00010146.JPEG,man in black shirt and black pants is playing the guitar
bw_ILSVRC2015_test_00008792.JPEG,two dogs are running through the water
bw_ILSVRC2015_test_00008763.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00010776.JPEG,man in blue shirt is walking down the street
bw_ILSVRC2015_test_00009279.JPEG,man in blue shirt is standing in the middle of the street
bw_ILSVRC2015_test_00009978.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008479.JPEG,man in black shirt is playing the guitar
bw_ILSVRC2015_test_00009897.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00010695.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00010689.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00001853.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00009674.JPEG,man in blue shirt is standing in front of an old building
bw_ILSVRC2015_test_00008626.JPEG,man in blue shirt is riding horse
bw_ILSVRC2015_test_00001743.JPEG,young boy in pink shirt and blue shorts is playing with toy
bw_ILSVRC2015_test_00002934.JPEG,young boy in blue shirt is sitting on the floor
bw_ILSVRC2015_test_00001265.JPEG,man in red shirt is climbing rock face
bw_ILSVRC2015_test_00009330.JPEG,man in blue shirt is sitting on the floor
